,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,region,name,sector_type,ice_region_type,area,volume
0,0.0,0.7920483406510987,0.7933083406510988,0.7872050073177655,0.7880316739844322,0.7904250073177654,0.7880483406510987,0.7944750073177654,0.7912516739844322,0.7845750073177655,0.7891883406510989,0.7876983406510988,0.7886050073177655,0.7881316739844322,0.7905083406510989,0.7888216739844321,0.7905283406510989,0.7858250073177655,0.7884416739844321,0.7968750073177655,0.7879416739844322,NE,NIOGHALVFJERDSFJORDEN,TW, ice_sheet,108288.3,234538
1,1.0,0.7917606104703199,0.7945806104703199,0.7846472771369866,0.7851172771369865,0.7868806104703199,0.7845306104703199,0.7966939438036531,0.7891572771369866,0.7840506104703198,0.7850106104703198,0.7848272771369866,0.7850072771369866,0.7847272771369865,0.7873939438036532,0.7863506104703198,0.7907439438036532,0.7838372771369866,0.7846239438036532,0.8008139438036532,0.7856172771369866,NE,ZACHARIAE_ISSTROM,TW, ice_sheet,89768.8,220276
2,2.0,0.7926424305677419,0.7749957639010753,0.7731957639010753,0.7693457639010752,0.7629057639010752,0.7636990972344085,0.778592430567742,0.7544890972344086,0.7633424305677419,0.7703424305677419,0.7560324305677419,0.7459890972344085,0.7329124305677419,0.7598190972344087,0.754392430567742,0.7582157639010753,0.7474524305677419,0.7644524305677419,0.7755890972344086,0.7454457639010753,CW,JAKOBSHAVN_ISBRAE,TW, ice_sheet,78155.4,196676
3,3.0,0.7969762267363414,0.793652893403008,0.7908262267363414,0.7884828934030081,0.7900795600696747,0.7835162267363415,0.7946528934030082,0.7907762267363414,0.7810462267363414,0.7819895600696748,0.7824528934030082,0.7789862267363414,0.7876695600696748,0.796752893403008,0.7886628934030081,0.7682728934030081,0.7881295600696747,0.7938328934030081,0.7938795600696748,0.7887462267363414,NO,PETERMANN_GLETSCHER,TW, ice_sheet,71268.7,147503
4,4.0,0.8700633333333333,0.7837000000000001,0.8726133333333334,0.7820166666666667,0.7547533333333333,0.8371033333333333,0.8340966666666667,0.7148666666666667,0.7319533333333333,0.8381,0.7067166666666667,0.6899533333333333,0.6510266666666666,0.7634700000000001,0.7434433333333333,0.8235399999999999,0.6949833333333334,0.8071966666666667,0.8160966666666667,0.6993966666666667,SW,SAQQAP-MAJORQAQ-SOUTHTERRUSSEL_SOUTHQUARUSSEL,LT, ice_sheet,60904.1,93152
5,5.0,0.9283766666666666,,0.8962733333333333,0.8980366666666667,0.9008866666666666,0.9093066666666666,0.9188633333333333,0.9117166666666665,0.8966933333333333,0.8968733333333334,0.9059,0.90051,0.8965266666666667,0.9148333333333333,0.9099866666666667,0.8973733333333332,0.8959100000000001,0.90054,0.9430666666666667,0.9061633333333332,NE,STORSTROMMEN,LT, ice_sheet,56437.7,107722
6,6.0,0.7963728989235038,0.7860628989235037,0.7898295655901704,0.8033695655901704,0.793916232256837,0.786086232256837,0.7930095655901703,0.7833095655901704,0.791176232256837,0.7926428989235037,0.7812462322568371,0.7816428989235038,0.7697895655901703,0.788646232256837,0.786266232256837,0.7943995655901703,0.7768595655901704,0.7955528989235038,0.7919628989235037,0.7797995655901704,CE,KANGERLUSSUAQ,TW, ice_sheet,50714.5,100233
7,7.0,0.7976529700693218,0.7948863034026551,0.7966129700693219,0.7976396367359885,0.7939563034026551,0.7934263034026551,0.7932063034026551,0.7846163034026552,0.7916929700693218,0.7909029700693218,0.7873763034026552,0.7821129700693218,0.7789763034026551,0.7847396367359885,0.7830329700693217,0.7955096367359885,0.778996303402655,0.7915263034026551,0.7901029700693217,0.7884463034026551,SE,HELHEIMGLETSCHER,TW, ice_sheet,50283.0,107403
8,8.0,0.8000917596904427,0.7979150930237761,0.786585093023776,0.7998817596904426,0.7835184263571093,0.7892184263571093,0.7901884263571093,0.778655093023776,0.7936817596904427,0.7998584263571094,0.7866084263571094,0.784505093023776,0.7736784263571094,0.7829550930237761,0.7969217596904428,0.7905884263571094,0.7846117596904426,0.8025717596904427,0.8037684263571093,0.7878650930237759,CE,DAUGAARD-JENSEN,TW, ice_sheet,49925.9,114072
9,9.0,0.8132671139808484,0.7711271139808484,0.746253780647515,0.7738904473141817,0.7929171139808484,0.7541671139808483,0.8058371139808483,0.7779604473141818,0.752323780647515,0.754793780647515,0.7705304473141817,0.7579871139808484,0.7631171139808485,0.8414471139808484,0.7804371139808484,0.7091504473141818,0.773713780647515,0.8018204473141817,0.8218404473141816,0.7513804473141817,NO,HUMBOLDT_GLETSCHER,TW, ice_sheet,46941.9,75672
10,10.0,0.8018683205969264,0.7968683205969264,0.7970583205969264,0.7950183205969263,0.7941849872635931,0.7949516539302597,0.7957816539302597,0.7856283205969263,0.7905816539302597,0.7939749872635931,0.7848316539302597,0.7815116539302598,0.7707816539302598,0.7873083205969265,0.7829083205969264,0.7818916539302596,0.7801916539302597,0.7933649872635931,0.7938883205969264,0.7799016539302597,CW,STORE_GLETSCHER,TW, ice_sheet,30047.8,75035
11,11.0,0.7999833297358728,0.7937166630692061,0.7944366630692062,0.7908233297358728,0.7887433297358728,0.7888966630692061,0.7898299964025395,0.7854766630692063,0.7892333297358728,0.7876266630692061,0.7849566630692062,0.7811099964025394,0.7709333297358728,0.7925666630692061,0.7862199964025395,0.7796566630692061,0.7818833297358728,0.7873533297358728,0.8038433297358728,0.7825033297358728,CW,RINK_ISBRAE,TW, ice_sheet,29682.5,66000
